id,item_id,store_id,category,risk,risk_score,velocity_percentile,forecast_7d,recent_daily_sales_28d,sales_trend_28,current_price,scenario_elasticity,elasticity_source,elasticity_weeks,recommended_discount_pct,expected_units_7d,expected_revenue_7d,risk_reason,discount_reason
FOODS_3_536_WI_2_evaluation,FOODS_3_536,WI_2,FOODS,LOW,0,0.4118,5.931,0.75,-0.04,2.98,-0.238,historical_association,211,0,5.931,17.68,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_440_CA_1_evaluation,FOODS_3_440,CA_1,FOODS,LOW,0,0.4118,4.516,0.857,0.0,5.22,-1.0,fallback,117,0,4.516,23.57,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_1_101_CA_2_evaluation,FOODS_1_101,CA_2,FOODS,LOW,0,0.4118,5.864,0.929,0.0,2.0,-1.0,fallback,278,0,5.864,11.73,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_364_TX_1_evaluation,HOBBIES_1_364,TX_1,HOBBIES,LOW,0,0.4118,1.042,0.214,0.0,12.78,-1.0,fallback,278,0,1.042,13.31,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_217_TX_3_evaluation,HOBBIES_1_217,TX_3,HOBBIES,LOW,0,0.4118,2.482,0.286,0.0,3.47,-1.0,fallback,264,0,2.482,8.61,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_060_CA_3_evaluation,HOBBIES_1_060,CA_3,HOBBIES,LOW,0,0.4118,3.296,0.393,0.0526,29.96,-1.0,fallback,204,0,3.296,98.74,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_174_CA_1_evaluation,FOODS_3_174,CA_1,FOODS,LOW,0,0.4118,5.584,0.857,0.08,6.48,-3.0,historical_association,278,0,5.584,36.18,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_2_109_TX_1_evaluation,FOODS_2_109,TX_1,FOODS,LOW,0,0.4118,2.918,0.429,0.1053,2.68,-1.0,fallback,251,0,2.918,7.82,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_1_083_WI_1_evaluation,FOODS_1_083,WI_1,FOODS,LOW,0,0.4118,7.751,1.036,0.1111,2.0,-1.0,fallback,278,0,7.751,15.5,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_175_CA_4_evaluation,FOODS_3_175,CA_4,FOODS,LOW,0,0.4118,3.996,0.571,0.2,7.48,-3.0,historical_association,270,0,3.996,29.89,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_1_160_TX_2_evaluation,FOODS_1_160,TX_2,FOODS,LOW,0,0.4118,4.689,0.536,0.5294,2.24,-1.0,fallback,73,0,4.689,10.5,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_484_CA_2_evaluation,HOUSEHOLD_1_484,CA_2,HOUSEHOLD,LOW,0,0.4375,3.477,0.5,-0.32,9.97,-1.0,fallback,60,0,3.477,34.66,"sales are declining, but velocity remains healthy relative to category/store peers",no markdown: slow-selling risk is low
HOUSEHOLD_2_146_CA_4_evaluation,HOUSEHOLD_2_146,CA_4,HOUSEHOLD,LOW,0,0.4375,1.042,0.25,-0.1579,6.47,-1.0,fallback,120,0,1.042,6.74,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_2_002_TX_1_evaluation,HOUSEHOLD_2_002,TX_1,HOUSEHOLD,LOW,0,0.4375,3.168,0.321,-0.15,2.67,-1.0,fallback,278,0,3.168,8.46,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_2_318_TX_3_evaluation,HOUSEHOLD_2_318,TX_3,HOUSEHOLD,LOW,0,0.4375,2.482,0.286,-0.1053,3.97,-1.0,fallback,162,0,2.482,9.85,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_2_232_CA_3_evaluation,HOUSEHOLD_2_232,CA_3,HOUSEHOLD,LOW,0,0.4375,4.15,0.536,-0.0455,4.78,-1.0,fallback,244,0,4.15,19.84,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_2_022_WI_1_evaluation,HOUSEHOLD_2_022,WI_1,HOUSEHOLD,LOW,0,0.4375,2.255,0.321,0.0556,5.64,-1.0,fallback,268,0,2.255,12.72,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_2_011_TX_2_evaluation,HOUSEHOLD_2_011,TX_2,HOUSEHOLD,LOW,0,0.4375,2.79,0.357,0.1111,5.62,-1.0,fallback,218,0,2.79,15.68,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_340_WI_3_evaluation,FOODS_3_340,WI_3,FOODS,LOW,0,0.4412,4.141,0.679,-0.1923,3.32,-1.0,fallback,120,0,4.141,13.75,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_2_058_CA_4_evaluation,HOBBIES_2_058,CA_4,HOBBIES,LOW,0,0.4412,1.916,0.179,-0.1667,0.5,-1.0,fallback,108,0,1.916,0.96,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_116_WI_2_evaluation,HOBBIES_1_116,WI_2,HOBBIES,LOW,0,0.4412,2.311,0.179,-0.0588,6.47,-1.0,fallback,201,0,2.311,14.95,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_2_117_WI_3_evaluation,HOBBIES_2_117,WI_3,HOBBIES,LOW,0,0.4412,2.146,0.179,-0.0588,2.88,-1.0,fallback,275,0,2.146,6.18,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_2_144_WI_2_evaluation,HOBBIES_2_144,WI_2,HOBBIES,LOW,0,0.4412,2.311,0.179,-0.0588,0.5,-1.0,fallback,162,0,2.311,1.16,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_004_WI_1_evaluation,HOBBIES_1_004,WI_1,HOBBIES,LOW,0,0.4412,2.255,0.286,0.0,4.64,-1.0,fallback,278,0,2.255,10.46,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_2_331_WI_3_evaluation,FOODS_2_331,WI_3,FOODS,LOW,0,0.4412,4.773,0.679,0.0435,2.5,-1.321,historical_association,225,0,4.773,11.93,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_2_054_WI_3_evaluation,HOBBIES_2_054,WI_3,HOBBIES,LOW,0,0.4412,1.042,0.179,0.0625,3.97,-1.0,fallback,159,0,1.042,4.14,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_100_WI_1_evaluation,HOBBIES_1_100,WI_1,HOBBIES,LOW,0,0.4412,2.087,0.286,0.1176,11.28,-3.0,historical_association,278,0,2.087,23.54,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_193_CA_4_evaluation,HOBBIES_1_193,CA_4,HOBBIES,LOW,0,0.4412,2.689,0.179,0.2,7.98,-1.0,fallback,278,0,2.689,21.46,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_190_CA_1_evaluation,HOUSEHOLD_1_190,CA_1,HOUSEHOLD,LOW,0,0.4688,3.618,0.5,-0.0909,4.94,-1.0,fallback,124,0,3.618,17.87,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_117_CA_1_evaluation,HOUSEHOLD_1_117,CA_1,HOUSEHOLD,LOW,0,0.4688,4.689,0.5,0.0,7.97,-0.969,historical_association,278,0,4.689,37.37,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_1_052_CA_2_evaluation,FOODS_1_052,CA_2,FOODS,LOW,0,0.4706,7.255,1.179,-0.3514,0.98,-1.0,fallback,158,0,7.255,7.11,"sales are declining, but velocity remains healthy relative to category/store peers",no markdown: slow-selling risk is low
FOODS_3_114_TX_2_evaluation,FOODS_3_114,TX_2,FOODS,LOW,0,0.4706,4.536,0.679,-0.12,2.68,-1.777,historical_association,212,0,4.536,12.16,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_129_WI_2_evaluation,FOODS_3_129,WI_2,FOODS,LOW,0,0.4706,5.288,0.821,-0.1111,2.68,-1.0,fallback,154,0,5.288,14.17,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_733_TX_3_evaluation,FOODS_3_733,TX_3,FOODS,LOW,0,0.4706,4.425,0.643,-0.0833,1.98,-1.0,fallback,124,0,4.425,8.76,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_007_CA_3_evaluation,HOBBIES_1_007,CA_3,HOBBIES,LOW,0,0.4706,2.918,0.429,0.0,7.88,-1.0,fallback,200,0,2.918,22.99,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_1_194_TX_1_evaluation,FOODS_1_194,TX_1,FOODS,LOW,0,0.4706,4.469,0.464,0.1579,4.86,-1.0,fallback,278,0,4.469,21.72,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_044_TX_2_evaluation,HOBBIES_1_044,TX_2,HOBBIES,LOW,0,0.4706,2.918,0.393,0.1667,1.48,-1.0,fallback,278,0,2.918,4.32,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_2_065_TX_1_evaluation,HOBBIES_2_065,TX_1,HOBBIES,LOW,0,0.4706,3.862,0.25,0.1875,0.5,-1.0,fallback,109,0,3.862,1.93,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_053_CA_2_evaluation,HOBBIES_1_053,CA_2,HOBBIES,LOW,0,0.4706,3.862,0.357,0.2353,3.97,-1.0,fallback,159,0,3.862,15.33,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_2_026_CA_1_evaluation,HOBBIES_2_026,CA_1,HOBBIES,LOW,0,0.4706,3.437,0.429,0.3529,0.23,-1.0,fallback,110,0,3.437,0.79,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_238_TX_3_evaluation,HOBBIES_1_238,TX_3,HOBBIES,LOW,0,0.5,2.255,0.321,-0.2381,5.94,-1.0,fallback,278,0,2.255,13.39,"sales are declining, but velocity remains healthy relative to category/store peers",no markdown: slow-selling risk is low
FOODS_1_112_CA_3_evaluation,FOODS_1_112,CA_3,FOODS,LOW,0,0.5,7.748,1.321,-0.1944,1.98,-1.0,fallback,278,0,7.748,15.34,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_464_WI_1_evaluation,HOUSEHOLD_1_464,WI_1,HOUSEHOLD,LOW,0,0.5,3.027,0.357,-0.1905,9.47,-1.0,fallback,278,0,3.027,28.67,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_224_CA_4_evaluation,FOODS_3_224,CA_4,FOODS,LOW,0,0.5,5.931,0.75,-0.1852,3.98,-3.0,historical_association,278,0,5.931,23.61,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_2_459_CA_3_evaluation,HOUSEHOLD_2_459,CA_3,HOUSEHOLD,LOW,0,0.5,5.442,0.643,-0.16,19.54,-1.0,fallback,108,0,5.442,106.34,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_2_171_TX_2_evaluation,HOUSEHOLD_2_171,TX_2,HOUSEHOLD,LOW,0,0.5,2.918,0.429,-0.0952,3.87,-1.0,fallback,108,0,2.918,11.29,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_1_013_CA_3_evaluation,FOODS_1_013,CA_3,FOODS,LOW,0,0.5,8.766,1.321,-0.0882,1.5,-1.0,fallback,278,0,8.766,13.15,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_2_402_WI_2_evaluation,HOUSEHOLD_2_402,WI_2,HOUSEHOLD,LOW,0,0.5,2.087,0.321,-0.0526,8.97,-1.0,fallback,122,0,2.087,18.72,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_2_219_TX_1_evaluation,HOUSEHOLD_2_219,TX_1,HOUSEHOLD,LOW,0,0.5,3.989,0.393,0.0526,3.48,-1.836,historical_association,278,0,3.989,13.88,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_2_002_TX_3_evaluation,HOBBIES_2_002,TX_3,HOBBIES,LOW,0,0.5,2.649,0.321,0.0556,1.47,-1.0,fallback,277,0,2.649,3.89,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_2_188_WI_3_evaluation,HOUSEHOLD_2_188,WI_3,HOUSEHOLD,LOW,0,0.5,1.916,0.214,0.125,7.54,-1.0,fallback,135,0,1.916,14.45,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_260_WI_1_evaluation,FOODS_3_260,WI_1,FOODS,LOW,0,0.5,7.956,1.071,0.1481,1.97,-1.0,fallback,74,0,7.956,15.67,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_2_341_TX_3_evaluation,HOUSEHOLD_2_341,TX_3,HOUSEHOLD,LOW,0,0.5,3.027,0.321,0.1765,5.32,-1.0,fallback,278,0,3.027,16.11,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_365_CA_4_evaluation,FOODS_3_365,CA_4,FOODS,LOW,0,0.5,4.536,0.75,0.2273,5.24,-1.039,historical_association,278,0,4.536,23.77,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_625_WI_1_evaluation,FOODS_3_625,WI_1,FOODS,LOW,0,0.5,7.255,1.071,0.2308,3.0,-1.0,fallback,211,0,7.255,21.76,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_137_CA_4_evaluation,HOUSEHOLD_1_137,CA_4,HOUSEHOLD,LOW,0,0.5,3.027,0.286,0.25,12.98,-1.0,fallback,72,0,3.027,39.3,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_092_WI_3_evaluation,HOBBIES_1_092,WI_3,HOBBIES,LOW,0,0.5294,1.042,0.214,-0.2105,2.38,-1.0,fallback,278,0,1.042,2.48,"sales are declining, but velocity remains healthy relative to category/store peers",no markdown: slow-selling risk is low
FOODS_3_673_TX_2_evaluation,FOODS_3_673,TX_2,FOODS,LOW,0,0.5294,4.516,0.857,-0.2069,5.98,-1.0,fallback,143,0,4.516,27.0,"sales are declining, but velocity remains healthy relative to category/store peers",no markdown: slow-selling risk is low
HOBBIES_2_135_CA_3_evaluation,HOBBIES_2_135,CA_3,HOBBIES,LOW,0,0.5294,5.013,0.536,-0.1304,0.5,-1.284,historical_association,212,0,5.013,2.51,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_073_CA_4_evaluation,HOBBIES_1_073,CA_4,HOBBIES,LOW,0,0.5294,2.311,0.214,-0.1111,5.47,-1.0,fallback,278,0,2.311,12.64,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_269_CA_1_evaluation,FOODS_3_269,CA_1,FOODS,LOW,0,0.5294,7.956,1.179,-0.0938,2.68,-2.598,historical_association,278,0,7.956,21.32,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_038_CA_2_evaluation,HOBBIES_1_038,CA_2,HOBBIES,LOW,0,0.5294,3.296,0.429,0.0,3.22,-1.0,fallback,278,0,3.296,10.61,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_2_045_CA_1_evaluation,HOBBIES_2_045,CA_1,HOBBIES,LOW,0,0.5294,3.223,0.5,0.0,2.47,-1.0,fallback,192,0,3.223,7.96,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_2_125_CA_2_evaluation,FOODS_2_125,CA_2,FOODS,LOW,0,0.5294,10.067,1.393,0.0303,2.67,-1.0,fallback,53,0,10.067,26.88,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_041_WI_2_evaluation,HOBBIES_1_041,WI_2,HOBBIES,LOW,0,0.5294,2.311,0.214,0.125,4.22,-0.929,historical_association,259,0,2.311,9.75,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_731_WI_2_evaluation,FOODS_3_731,WI_2,FOODS,LOW,0,0.5294,7.353,1.25,0.3333,2.98,-1.0,fallback,177,0,7.353,21.91,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_2_253_WI_3_evaluation,FOODS_2_253,WI_3,FOODS,LOW,0,0.5294,6.632,0.75,0.3333,7.82,-1.0,fallback,35,0,6.632,51.86,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_2_002_TX_2_evaluation,HOBBIES_2_002,TX_2,HOBBIES,LOW,0,0.5294,4.653,0.464,0.7333,1.47,-1.0,fallback,278,0,4.653,6.84,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_2_166_TX_3_evaluation,FOODS_2_166,TX_3,FOODS,LOW,0,0.5294,6.632,0.714,1.4286,2.18,-2.598,historical_association,278,0,6.632,14.46,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_2_359_CA_2_evaluation,HOUSEHOLD_2_359,CA_2,HOUSEHOLD,LOW,0,0.5312,7.287,0.929,0.16,9.94,-2.421,historical_association,105,0,7.287,72.43,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_2_154_CA_2_evaluation,HOUSEHOLD_2_154,CA_2,HOUSEHOLD,LOW,0,0.5312,6.995,0.929,0.3478,1.88,-1.0,fallback,277,0,6.995,13.15,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_375_TX_1_evaluation,HOBBIES_1_375,TX_1,HOBBIES,LOW,0,0.5588,2.689,0.286,-0.1053,9.88,-1.0,fallback,221,0,2.689,26.56,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_595_TX_1_evaluation,FOODS_3_595,TX_1,FOODS,LOW,0,0.5588,5.607,0.679,-0.0417,1.98,-1.0,fallback,140,0,5.607,11.1,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_535_TX_1_evaluation,FOODS_3_535,TX_1,FOODS,LOW,0,0.5588,5.607,0.679,0.0435,5.98,-0.71,historical_association,278,0,5.607,33.53,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_047_TX_1_evaluation,HOBBIES_1_047,TX_1,HOBBIES,LOW,0,0.5588,4.682,0.286,0.5714,1.63,-1.0,fallback,278,0,4.682,7.63,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_046_TX_3_evaluation,HOUSEHOLD_1_046,TX_3,HOUSEHOLD,LOW,0,0.5625,3.257,0.464,-0.1364,3.78,-1.0,fallback,278,0,3.257,12.31,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_332_CA_4_evaluation,HOUSEHOLD_1_332,CA_4,HOUSEHOLD,LOW,0,0.5625,3.732,0.429,-0.0952,9.74,-1.0,fallback,162,0,3.732,36.35,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_485_WI_2_evaluation,HOUSEHOLD_1_485,WI_2,HOUSEHOLD,LOW,0,0.5625,2.523,0.429,0.0,2.97,-1.0,fallback,277,0,2.523,7.49,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_2_173_CA_3_evaluation,HOUSEHOLD_2_173,CA_3,HOUSEHOLD,LOW,0,0.5625,6.586,0.929,0.0,6.46,-1.0,fallback,270,0,6.586,42.55,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_204_WI_3_evaluation,HOUSEHOLD_1_204,WI_3,HOUSEHOLD,LOW,0,0.5625,1.521,0.286,0.1176,1.88,-1.0,fallback,257,0,1.521,2.86,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_252_TX_2_evaluation,HOUSEHOLD_1_252,TX_2,HOUSEHOLD,LOW,0,0.5625,4.872,0.5,0.2105,9.47,-0.229,historical_association,224,0,4.872,46.14,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_2_284_TX_1_evaluation,HOUSEHOLD_2_284,TX_1,HOUSEHOLD,LOW,0,0.5625,5.013,0.5,0.2105,5.94,-1.0,fallback,278,0,5.013,29.78,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_2_311_CA_1_evaluation,HOUSEHOLD_2_311,CA_1,HOUSEHOLD,LOW,0,0.5625,6.632,0.714,0.2857,5.94,-1.0,fallback,277,0,6.632,39.4,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_041_CA_4_evaluation,HOBBIES_1_041,CA_4,HOBBIES,LOW,0,0.5882,1.38,0.25,-0.3333,4.22,-0.874,historical_association,257,0,1.38,5.83,"sales are declining, but velocity remains healthy relative to category/store peers",no markdown: slow-selling risk is low
HOBBIES_1_328_CA_1_evaluation,HOBBIES_1_328,CA_1,HOBBIES,LOW,0,0.5882,4.72,0.643,-0.0833,6.72,-3.0,historical_association,278,0,4.72,31.72,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_806_WI_2_evaluation,FOODS_3_806,WI_2,FOODS,LOW,0,0.5882,9.469,1.607,-0.0789,2.56,-1.0,fallback,159,0,9.469,24.24,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_385_TX_3_evaluation,HOBBIES_1_385,TX_3,HOBBIES,LOW,0,0.5882,3.591,0.393,-0.05,9.97,-1.0,fallback,117,0,3.591,35.8,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_213_CA_3_evaluation,HOBBIES_1_213,CA_3,HOBBIES,LOW,0,0.5882,4.047,0.607,-0.0435,8.38,-1.0,fallback,278,0,4.047,33.91,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_2_146_WI_1_evaluation,FOODS_2_146,WI_1,FOODS,LOW,0,0.5882,11.144,1.536,-0.0278,2.0,-3.0,historical_association,186,0,11.144,22.29,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_105_TX_2_evaluation,FOODS_3_105,TX_2,FOODS,LOW,0,0.5882,6.262,0.929,0.0,2.88,-1.0,fallback,125,0,6.262,18.03,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_144_WI_1_evaluation,HOBBIES_1_144,WI_1,HOBBIES,LOW,0,0.5882,3.296,0.393,0.0526,11.28,-3.0,historical_association,278,0,3.296,37.17,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_089_CA_4_evaluation,FOODS_3_089,CA_4,FOODS,LOW,0,0.5882,5.982,0.786,0.0833,1.0,-1.0,fallback,278,0,5.982,5.98,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_721_CA_3_evaluation,FOODS_3_721,CA_3,FOODS,LOW,0,0.5882,11.941,1.429,0.125,1.98,-1.0,fallback,278,0,11.941,23.64,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_042_WI_1_evaluation,HOBBIES_1_042,WI_1,HOBBIES,LOW,0,0.5882,2.957,0.393,0.1667,7.83,-1.0,fallback,228,0,2.957,23.15,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_145_WI_1_evaluation,HOBBIES_1_145,WI_1,HOBBIES,LOW,0,0.5882,3.732,0.393,0.1667,1.28,-1.0,fallback,221,0,3.732,4.78,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_663_WI_3_evaluation,FOODS_3_663,WI_3,FOODS,LOW,0,0.5882,5.864,0.893,0.3043,1.74,-1.0,fallback,278,0,5.864,10.2,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_2_071_TX_2_evaluation,HOBBIES_2_071,TX_2,HOBBIES,LOW,0,0.5882,5.509,0.536,0.3889,0.97,-1.0,fallback,149,0,5.509,5.34,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_399_WI_3_evaluation,HOBBIES_1_399,WI_3,HOBBIES,LOW,0,0.5882,3.721,0.286,0.5714,1.97,-1.0,fallback,271,0,3.721,7.33,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_1_127_CA_2_evaluation,FOODS_1_127,CA_2,FOODS,LOW,0,0.5882,16.292,1.429,0.72,2.12,-0.497,historical_association,278,0,16.292,34.54,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_022_WI_1_evaluation,HOUSEHOLD_1_022,WI_1,HOUSEHOLD,LOW,0,0.5938,4.291,0.571,0.0952,4.84,-1.0,fallback,124,0,4.291,20.77,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_189_WI_1_evaluation,HOUSEHOLD_1_189,WI_1,HOUSEHOLD,LOW,0,0.5938,6.314,0.571,0.4444,5.88,-1.0,fallback,273,0,6.314,37.13,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_220_CA_2_evaluation,HOBBIES_1_220,CA_2,HOBBIES,LOW,0,0.6176,3.618,0.571,-0.24,2.92,-2.01,historical_association,278,0,3.618,10.56,"sales are declining, but velocity remains healthy relative to category/store peers",no markdown: slow-selling risk is low
FOODS_1_010_TX_3_evaluation,FOODS_1_010,TX_3,FOODS,LOW,0,0.6176,3.641,0.821,-0.1786,6.27,-1.0,fallback,265,0,3.641,22.83,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_184_WI_2_evaluation,HOBBIES_1_184,WI_2,HOBBIES,LOW,0,0.6176,2.311,0.286,0.0,12.68,-1.503,historical_association,246,0,2.311,29.3,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
